ResponseId,Perspective,vasMarker,GC,Duration (in seconds),Age,Sex,Eng,Question,VAS,Risk,AgeZeroCenter
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_7,0.02,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_8,0.29,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_9,0.07,Minimal Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_10,0,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_11,0.73,Minimal Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_12,0.04,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_13,0.19,Minimal Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_14,0.18,Minimal Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_15,0.51,Minimal Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_16,0.04,Low Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_17,0,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_18,0.61,Low Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_19,0.49,Low Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_20,0.17,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_21,0.11,Low Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_22,0.53,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_23,0.04,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_24,0.59,Minimal Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_25,0.02,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_26,0.25,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_27,0.18,Low Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_28,0.17,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_29,0,High Risk,-1.4681372549019613
R_0VuawOjSdEUACxX,Other,Midpoint,85,619,33,Male,Yes.,Question_30,0,High Risk,-1.4681372549019613
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_1,0.44,Low Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_2,0.21,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_3,0.79,Minimal Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_4,0.71,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_5,0.77,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_6,0.35,Low Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_7,0.46,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_8,0.41,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_9,0.75,Minimal Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_10,0.09,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_11,0.99,Minimal Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_12,0.43,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_13,0.97,Minimal Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_14,0.99,Minimal Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_15,0.94,Minimal Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_16,0.35,Low Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_17,0.37,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_18,0.6,Low Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_19,0.92,Low Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_20,0.19,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_21,0.64,Low Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_22,0.98,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_23,0.26,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_24,0.86,Minimal Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_25,0.82,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_26,0.61,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_27,0.74,Low Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_28,0.13,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_29,0.15,High Risk,-11.468137254901961
R_10CrAR0pl13VXhJ,Other,Midpoint,33,552,23,Female,Yes.,Question_30,0.31,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_1,0.35,Low Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_2,0.41,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_3,0.37,Minimal Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_4,0.08,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_5,0.64,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_6,0.64,Low Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_7,0.05,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_8,0.5,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_9,0.02,Minimal Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_10,0.06,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_11,0.67,Minimal Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_12,0.53,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_13,0.7,Minimal Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_14,0.62,Minimal Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_15,0.5,Minimal Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_16,0.35,Low Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_17,0.01,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_18,0.59,Low Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_19,0.38,Low Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_20,0.36,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_21,0.57,Low Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_22,0.57,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_23,0.08,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_24,0.52,Minimal Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_25,0.57,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_26,0.58,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_27,0.05,Low Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_28,0.48,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_29,0.04,High Risk,-11.468137254901961
R_10NKdBeSX6fvhIW,Other,No Midpoint,95,307,23,Male,"No, it's my second language.",Question_30,0,High Risk,-11.468137254901961
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_1,0,Low Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_2,0,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_3,0.03,Minimal Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_4,0.01,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_5,0.7,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_6,0.01,Low Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_7,0.2,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_8,0.23,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_9,0,Minimal Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_10,0,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_11,0.24,Minimal Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_12,0.03,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_13,0.04,Minimal Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_14,0.3,Minimal Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_15,0.1,Minimal Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_16,0.09,Low Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_17,0,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_18,0.48,Low Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_19,0.07,Low Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_20,0.25,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_21,0,Low Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_22,0.8,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_23,0,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_24,0.34,Minimal Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_25,0.04,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_26,0.04,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_27,0.04,Low Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_28,0.03,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_29,0,High Risk,16.53186274509804
R_10oMZBmQ6GU8tch,Self,Midpoint,71,466,51,Male,Yes.,Question_30,0.02,High Risk,16.53186274509804
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_1,0,Low Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_2,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_3,0,Minimal Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_4,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_5,0.26,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_6,0,Low Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_7,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_8,0.2,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_9,0,Minimal Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_10,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_11,0,Minimal Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_12,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_13,0,Minimal Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_14,0,Minimal Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_15,0,Minimal Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_16,0,Low Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_17,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_18,0.12,Low Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_19,0,Low Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_20,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_21,0.17,Low Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_22,0.31,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_23,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_24,0,Minimal Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_25,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_26,0.11,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_27,0,Low Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_28,0.07,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_29,0,High Risk,10.531862745098039
R_10rpA6Nj5DuiFnI,Self,Midpoint,96,322,45,Female,Yes.,Question_30,0,High Risk,10.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_1,0.27,Low Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_2,0.07,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_3,0.49,Minimal Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_4,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_5,0.26,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_6,0,Low Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_7,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_8,0.5,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_9,0.27,Minimal Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_10,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_11,1,Minimal Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_12,0.15,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_13,0.25,Minimal Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_14,0.75,Minimal Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_15,0.28,Minimal Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_16,0.29,Low Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_17,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_18,0.76,Low Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_19,0.16,Low Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_20,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_21,0.48,Low Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_22,0.75,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_23,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_24,0.81,Minimal Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_25,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_26,0.09,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_27,0.26,Low Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_28,0.15,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_29,0,High Risk,6.531862745098039
R_10Ui5chJT3iVR9m,Other,Midpoint,88,603,41,Female,"No, it's my second language.",Question_30,0,High Risk,6.531862745098039
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_1,0.62,Low Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_2,0.27,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_3,0.71,Minimal Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_4,0.92,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_5,0.24,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_6,0.95,Low Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_7,0.51,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_8,0.76,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_9,0.13,Minimal Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_10,0.5,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_11,0.8,Minimal Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_12,0.22,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_13,0.94,Minimal Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_14,0.76,Minimal Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_15,0.97,Minimal Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_16,0.84,Low Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_17,0.78,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_18,0.97,Low Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_19,0.98,Low Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_20,0.81,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_21,0.52,Low Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_22,0.5,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_23,0.75,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_24,1,Minimal Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_25,0.96,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_26,0.76,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_27,0.83,Low Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_28,0.75,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_29,0.61,High Risk,-10.468137254901961
R_10YuM6qexWAb9K7,Self,No Midpoint,87,765,24,Female,"No, it's my second language.",Question_30,0.77,High Risk,-10.468137254901961
R_11XED5YI4j1uklh,Self,No Midpoint,85,955,54,Female,Yes.,Question_1,0,Low Risk,19.53186274509804
R_11XED5YI4j1uklh,Self,No Midpoint,85,955,54,Female,Yes.,Question_2,0,High Risk,19.53186274509804
